,timestamp,id,x,y,z,vel_x,vel_z,vel_y
31,5.6,5,-0.078293758,4.242871,0.0,1.6124895,0.0,-0.26999919
32,5.6,4,0.08911754,5.0196397,0.0,1.6169232,0.0,-0.11113374
33,5.6,3,9.8409209,6.8605842,0.0,-1.2970989,0.0,0.081340731
34,5.6,2,7.6353672,6.5483408,0.0,-1.1634956,0.0,0.16930578
35,5.6,6,10.514675,5.9088386,0.0,-1.3785628,0.0,-0.029516799
36,6.0,5,0.59534346,4.227083,0.0,1.602723,0.0,-0.094307912
37,6.0,4,0.75858146,4.9975219,0.0,1.5928686,0.0,-0.10901602
38,6.0,3,9.3564735,6.8511706,0.0,-1.1194272,0.0,-0.080308213
39,6.0,2,7.1670909,6.616482,0.0,-1.1264929,0.0,0.11639996
40,6.0,6,9.9981774,5.8949568,0.0,-1.3445754,0.0,0.11811796
41,6.4,5,1.2038847,4.1674247,0.0,1.5101686,0.0,-0.14804942
42,6.4,4,1.3634124,4.9324268,0.0,1.5010067,0.0,-0.16154612
43,6.4,3,8.9453791,6.7963376,0.0,-1.1819848,0.0,0.023373784
44,6.4,2,6.7341728,6.6414608,0.0,-1.0305888,0.0,0.11175418
45,6.4,6,9.4390143,6.003333,0.0,-1.3620495,0.0,0.16928816
46,6.8,5,1.8034784,4.1086435,0.0,1.5534479,0.0,-0.09140845
47,6.8,4,1.9593868,4.868285,0.0,1.5440951,0.0,-0.10567795
48,6.8,3,8.4108856,6.8698696,0.0,-1.245936,0.0,0.076746138
49,6.8,2,6.3426199,6.7058853,0.0,-0.92838126,0.0,0.1586235
50,6.8,6,8.9085378,6.0303873,0.0,-1.286463,0.0,0.014594006
51,7.2,5,2.446643,4.0942979,0.0,1.6515158,0.0,-0.092250329
52,7.2,4,2.5986885,4.8478845,0.0,1.5816946,0.0,-0.10557989
53,7.2,3,7.9486303,6.8577346,0.0,-1.2192483,0.0,-0.078575408
54,7.2,2,5.9914678,6.7683596,0.0,-0.93156295,0.0,0.26537597
55,7.2,6,8.4098439,6.0150082,0.0,-1.3030561,0.0,0.066455923
56,7.6,5,3.124691,4.0348432,0.0,1.5658666,0.0,-0.089933149
57,7.6,4,3.2247425,4.7838211,0.0,1.4975279,0.0,-0.10249089
58,7.6,3,7.435487,6.8070093,0.0,-1.2323549,0.0,-0.027665016
59,7.6,2,5.5973695,6.9181861,0.0,-0.94000054,0.0,0.26733507
60,7.6,6,7.8660929,6.0835521,0.0,-1.2622076,0.0,0.1670968
61,8.0,5,3.6993363,4.0223514,0.0,1.4881992,0.0,0.022220011
62,8.0,4,3.7967108,4.7658918,0.0,1.6486539,0.0,-0.10587078
63,8.0,3,6.9627463,6.8356025,0.0,-1.0711806,0.0,0.22093364
64,8.0,2,5.2394674,6.9822277,0.0,-0.72783342,0.0,0.15030687
65,8.0,6,7.4000778,6.1486856,0.0,-1.2866845,0.0,0.065620968
66,8.4,5,4.3152504,4.0526193,0.0,1.5816301,0.0,0.019729264
67,8.4,4,4.5436656,4.6991244,0.0,1.7391407,0.0,-0.10825292
68,8.4,3,6.5785424,6.9837562,0.0,-1.029491,0.0,0.21932902
69,8.4,2,5.0151027,7.0384316,0.0,-0.55234379,0.0,0.30001738
70,8.4,6,6.8367453,6.1360488,0.0,-1.3060122,0.0,0.014898196
71,8.8,5,4.9646403,4.0381348,0.0,1.556571,0.0,0.018957137
72,8.8,4,5.1880234,4.6792894,0.0,1.5445326,0.0,0.0057749343
73,8.8,3,6.1391536,7.0110658,0.0,-1.0459368,0.0,0.11761257
74,8.8,2,4.7975924,7.2222416,0.0,-0.58882379,0.0,0.67679139
75,8.8,6,6.355268,6.1606042,0.0,-1.2083828,0.0,0.11440518
76,9.2,5,5.5605072,4.067785,0.0,1.4748745,0.0,0.020366006
77,9.2,4,5.7792917,4.7037444,0.0,1.4635802,0.0,0.0078582009
78,9.2,3,5.741793,7.0778462,0.0,-0.94217068,0.0,0.16424943
79,9.2,2,4.5440437,7.5798647,0.0,-0.43214143,0.0,0.45489329
80,9.2,6,5.8700391,6.227573,0.0,-1.230569,0.0,0.0096193656
81,9.6,5,6.14454,4.0544276,0.0,1.503768,0.0,-0.034392475
82,9.6,4,6.3588875,4.685576,0.0,1.4924019,0.0,-0.04678187
83,9.6,3,5.385417,7.1424653,0.0,-0.85148097,0.0,-0.05277212
84,9.6,2,4.4518792,7.5861562,0.0,-0.4291101,0.0,-0.34577969
85,9.6,6,5.3708128,6.1682997,0.0,-1.1422307,0.0,-0.15485223
86,10.0,5,6.7635216,4.040271,0.0,1.5970782,0.0,0.12046948
87,10.0,4,6.9732132,4.6663189,0.0,1.7026138,0.0,0.30991853
88,10.0,3,5.0606082,7.0356285,0.0,-0.64067864,0.0,-0.22557352
89,10.0,2,4.2007556,7.3032409,0.0,-0.52900033,0.0,-0.071223762
90,10.0,6,4.9562546,6.1036912,0.0,-1.1511256,0.0,-0.049543226
91,10.0,7,12.091963,5.8680325,0.0,-1.9839682,0.0,0.3950164
92,10.4,5,7.4222025,4.1508032,0.0,1.5735006,0.0,0.17161658
93,10.4,4,7.7209786,4.9335108,0.0,1.677029,0.0,0.35922106
94,10.4,3,4.8728741,6.9620065,0.0,-0.57531967,0.0,-0.01798609
95,10.4,2,4.028679,7.5291772,0.0,-0.36877375,0.0,0.61509837
96,10.4,6,4.4499123,6.1286651,0.0,-1.3257917,0.0,0.17377314
97,10.4,7,11.298376,6.026039,0.0,-2.0166021,0.0,0.15240413
98,10.8,5,8.0223221,4.1775642,0.0,1.4880425,0.0,0.066356017
99,10.8,4,8.3148364,4.9536957,0.0,1.4725924,0.0,0.050052722
100,10.8,3,4.6003525,7.0212397,0.0,-0.5170592,0.0,0.031273835
101,10.8,2,3.9057366,7.7953196,0.0,-0.5646644,0.0,0.36164524
102,10.8,6,3.8956212,6.2427097,0.0,-1.2913469,0.0,0.063692091
103,10.8,7,10.478682,5.9899558,0.0,-1.9142218,0.0,0.10083474
104,11.2,5,8.6126365,4.203888,0.0,1.6173526,0.0,0.061243856
105,11.2,4,8.8990525,4.973553,0.0,1.5041003,0.0,0.14827264
106,11.2,3,4.4592268,6.9870255,0.0,-0.57889666,0.0,0.035336247
107,11.2,2,3.5769474,7.8184934,0.0,-0.81795206,0.0,0.16590314
108,11.2,6,3.4168347,6.1796188,0.0,-1.0128473,0.0,-0.0036618282
109,11.2,7,9.7669986,6.1067068,0.0,-1.9651109,0.0,-5.0493102e-06
110,11.2,8,-2.58775,-0.4150006,0.0,0.82873279,0.0,1.4810255
111,11.6,5,9.3162042,4.2265593,0.0,1.6437542,0.0,0.10924459
112,11.6,4,9.5181166,5.0723139,0.0,1.5318218,0.0,0.19474043
113,11.6,3,4.1372352,7.0495087,0.0,-0.87794211,0.0,-0.00093634585
114,11.6,2,3.251375,7.9280421,0.0,-0.94101191,0.0,0.2295701
115,11.6,6,3.0853434,6.2397802,0.0,-0.88485578,0.0,0.26367115
116,11.6,7,8.9065929,5.9899517,0.0,-2.0205197,0.0,-0.30319211
117,11.6,8,-2.2562569,0.1774096,0.0,1.1420349,0.0,1.1793539
118,12.0,5,9.9276398,4.2912837,0.0,1.4186324,0.0,0.21324545
119,12.0,4,10.12451,5.1293453,0.0,1.4069528,0.0,0.1949018
120,12.0,3,3.7568731,6.9862765,0.0,-0.89273169,0.0,-0.10831756
121,12.0,2,2.8241379,8.0021495,0.0,-1.1385968,0.0,0.136249
122,12.0,6,2.7089501,6.3905557,0.0,-0.90010956,0.0,0.15539347
123,12.0,7,8.1505828,5.8641531,0.0,-1.9025774,0.0,-0.16288779
124,12.0,8,-1.674122,0.52848254,0.0,1.0897829,0.0,0.68558783
125,12.4,5,10.45111,4.3971557,0.0,1.3493609,0.0,0.31073159
126,12.4,4,10.643679,5.2282353,0.0,1.3383094,0.0,0.29244692
127,12.4,3,3.4230498,6.9628546,0.0,-0.84589547,0.0,-0.16747907
128,12.4,2,2.3404976,8.0370413,0.0,-1.2248267,0.0,-0.021809593
129,12.4,6,2.3652557,6.364095,0.0,-0.87130473,0.0,-0.17705343
130,12.4,7,7.384531,5.8596415,0.0,-1.9385794,0.0,-0.063632662
131,12.4,8,-1.3844306,0.72587986,0.0,1.2067886,0.0,0.67719592
132,12.8,5,11.007129,4.539869,0.0,1.4096765,0.0,-0.090286981
133,12.8,4,11.195157,5.3633029,0.0,1.4130301,0.0,0.28403268
134,12.8,3,3.0801567,6.8522932,0.0,-0.77372349,0.0,0.10065086
135,12.8,2,1.8442766,7.9847018,0.0,-1.1282748,0.0,-0.19554623
136,12.8,6,2.0119063,6.248913,0.0,-0.88348602,0.0,-0.23375335
137,12.8,7,6.5997193,5.813247,0.0,-1.8780479,0.0,-0.2278922
138,12.8,8,-0.70869114,1.0702393,0.0,1.2828801,0.0,0.90747299
139,13.2,5,11.578851,4.3249261,0.0,1.3383086,0.0,-0.13972142
140,13.2,4,11.774103,5.4554614,0.0,1.2930193,0.0,0.18659007
141,13.2,3,2.804071,7.0433753,0.0,-1.0536948,0.0,0.55665636
142,13.2,2,1.4378777,7.8806043,0.0,-1.0932697,0.0,-0.36843279
143,13.2,6,1.6584669,6.1770923,0.0,-0.94630373,0.0,-0.1215437
144,13.2,7,5.8820927,5.6773277,0.0,-1.8627203,0.0,-0.23411601
145,13.2,8,-0.35812648,1.4518583,0.0,1.2410569,0.0,0.66040555
146,13.6,5,12.077775,4.4280918,0.0,1.24731,0.0,0.25791434
147,13.6,4,12.229573,5.5125749,0.0,1.1386749,0.0,0.1427837
148,13.6,3,2.2372009,7.2976183,0.0,-1.2782753,0.0,0.13201623
149,13.6,2,0.96966081,7.6899556,0.0,-1.12334,0.0,-0.59563151
150,13.6,6,1.2548633,6.151678,0.0,-0.95080771,0.0,-0.066855112
151,13.6,7,5.109543,5.6259542,0.0,-1.9623919,0.0,-0.29167864
152,13.6,8,0.28415438,1.5985637,0.0,1.4730302,0.0,0.47844563
153,14.0,3,1.7814508,7.1489883,0.0,-1.1465513,0.0,-0.37391528
154,14.0,2,0.53920574,7.4040991,0.0,-1.078292,0.0,-0.66278431
155,14.0,6,0.89782076,6.1236082,0.0,-0.96975991,0.0,-0.18045707
156,14.0,7,4.3121792,5.4439848,0.0,-1.9451302,0.0,-0.29854265
157,14.0,8,0.82029767,1.8346148,0.0,1.1950278,0.0,0.47062977
158,14.4,3,1.3199598,6.9984861,0.0,-1.1522536,0.0,-0.26684211
159,14.4,2,0.10702721,7.1597281,0.0,-1.0776537,0.0,-0.50126396
160,14.4,6,0.4790554,6.0073123,0.0,-0.5234567,0.0,-0.14536987
161,14.4,7,3.5534388,5.3871201,0.0,-1.8673146,0.0,-0.31123841
162,14.4,8,1.2401766,1.9750675,0.0,1.1779801,0.0,0.46352079
163,14.8,3,0.85964785,6.9355146,0.0,-1.3458059,0.0,-0.091259523
164,14.8,2,-0.32291725,7.003088,0.0,-0.98305158,0.0,-0.80044352
165,14.8,6,0.4790554,6.0073123,0.0,-0.84501286,0.0,-0.018808399
166,14.8,7,2.8183275,5.1949941,0.0,-1.8482936,0.0,-0.37376994
167,14.8,8,1.7626818,2.2054314,0.0,1.5439512,0.0,0.5715133
168,15.2,3,0.24331514,6.9254785,0.0,-1.4271254,0.0,-0.089296663
169,15.2,2,-0.67941405,6.5193733,0.0,-1.0049375,0.0,-0.92242111
170,15.2,6,-0.19695489,5.9922656,0.0,-1.1862991,0.0,-0.17568656
171,15.2,7,2.074804,5.0881041,0.0,-1.8100823,0.0,-0.21572935
172,15.2,8,2.4753376,2.4322782,0.0,1.4576017,0.0,0.50699862
173,15.6,3,-0.28205243,6.8640773,0.0,-1.2048552,0.0,-0.33290252
174,15.6,2,-1.1268673,6.2651511,0.0,-1.0531813,0.0,-0.58461509
175,15.6,6,-0.46998389,5.8667631,0.0,-0.6948076,0.0,-0.42987042
176,15.6,7,1.3702617,5.0224106,0.0,-1.7180749,0.0,-0.22455288
177,15.6,8,2.9287631,2.6110303,0.0,1.4896626,0.0,0.4974109
178,16.0,3,-0.72056898,6.6591565,0.0,-1.0962914,0.0,-0.51230205
179,16.0,2,-1.5219591,6.0516812,0.0,-0.98772962,0.0,-0.5336746
180,16.0,6,-0.75280097,5.6483693,0.0,-0.70704269,0.0,-0.54598452
181,16.0,7,0.70034403,4.9084618,0.0,-1.6747941,0.0,-0.28487197
182,16.0,8,3.6670676,2.8302069,0.0,1.4461609,0.0,0.10522019
183,16.4,8,4.0856918,2.6952064,0.0,1.2302213,0.0,-0.11731475
184,16.8,8,4.6512446,2.7363551,0.0,1.4739922,0.0,0.31874061
185,17.2,8,5.2648856,2.9501989,0.0,1.5209898,0.0,0.53004003
186,17.6,8,5.8680364,3.1603871,0.0,1.5414072,0.0,0.36065868
187,18.0,9,12.833921,4.6758421,0.0,0.0,0.0,0.0
188,18.0,10,12.780647,5.2948741,0.0,0.0,0.0,0.0
189,18.0,8,6.4980113,3.2387259,0.0,1.4153535,0.0,0.51312939
190,18.0,12,12.093503,6.9491148,0.0,-1.0394897,0.0,-0.027555385
191,18.0,11,12.514796,6.1926909,0.0,-1.9724311,0.0,0.013330086
192,18.4,9,12.833921,4.6758421,0.0,0.0,0.0,0.0
193,18.4,10,12.780647,5.2948741,0.0,0.0,0.0,0.0
194,18.4,8,7.0003192,3.5708906,0.0,1.2860866,0.0,0.56146533
195,18.4,12,11.677707,6.9380927,0.0,-1.0458953,0.0,-0.027725189
196,18.4,11,11.725824,6.1980229,0.0,-1.3325718,0.0,-0.31593793
197,18.8,9,12.833921,4.6758421,0.0,0.0,0.0,0.0
198,18.8,10,12.780647,5.2948741,0.0,0.0,0.0,0.0
199,18.8,8,7.5268806,3.6878981,0.0,1.3648793,0.0,0.39304816
200,18.8,12,11.256787,6.9269347,0.0,-1.0588257,0.0,-0.028067956
201,18.8,11,11.448739,5.9399405,0.0,-0.7790419,0.0,-0.30029411
202,19.2,9,12.833921,4.6758421,0.0,0.0,0.0,0.0
203,19.2,10,12.780647,5.2948741,0.0,0.0,0.0,0.0
204,19.2,8,8.0922227,3.8853292,0.0,1.4487975,0.0,0.38550745
205,19.2,12,10.830646,6.9156383,0.0,-1.0291499,0.0,-0.17912758
206,19.2,11,11.10259,5.9577876,0.0,-0.96737443,0.0,0.049876902
207,19.2,13,11.986127,6.0673492,0.0,-0.84799088,0.0,0.14297682
208,19.6,9,12.833921,4.6758421,0.0,-0.001600822,0.0,-0.048231227
209,19.6,10,12.780647,5.2948741,0.0,0.0,0.0,0.0
210,19.6,8,8.6859187,3.9963041,0.0,1.4229407,0.0,0.32733324
211,19.6,12,10.433467,6.7836326,0.0,-0.94506355,0.0,-0.23607151
212,19.6,11,10.674839,5.9798421,0.0,-1.0200634,0.0,0.20159375
213,19.6,13,11.64693,6.1245399,0.0,-0.80597406,0.0,0.09224969
214,19.6,14,12.93785,6.702716,0.0,-0.98822193,0.0,0.73232641
215,20.0,9,12.832641,4.6372571,0.0,-0.0032021055,0.0,-0.096476361
216,20.0,10,12.780647,5.2948741,0.0,-0.0016084438,0.0,-0.048060593
217,20.0,8,9.2305753,4.1471958,0.0,1.3003819,0.0,0.3756218
218,20.0,12,10.074596,6.7267811,0.0,-0.95891155,0.0,-0.28925538
219,20.0,11,10.28654,6.1190626,0.0,-0.72667562,0.0,0.33616417
220,20.0,13,11.341348,6.1411489,0.0,-1.1845845,0.0,-0.62752011
221,20.0,14,12.542562,6.9956466,0.0,-0.99481319,0.0,0.68809147
222,20.4,9,12.83136,4.598661,0.0,-0.0032030289,0.0,-0.096504182
223,20.4,10,12.77936,5.2564257,0.0,0.044495804,0.0,-0.050024554
224,20.4,8,9.7262242,4.2968015,0.0,1.2755261,0.0,0.26950922
225,20.4,12,9.6663374,6.5522283,0.0,-0.91860745,0.0,-0.29457085
226,20.4,11,10.093499,6.2487734,0.0,-0.64494736,0.0,0.084336001
227,20.4,13,10.699263,5.6225238,0.0,-1.3030895,0.0,-0.82425184
228,20.4,15,12.853236,6.3647962,0.0,-0.92220063,0.0,0.054237687
229,20.4,14,12.142,7.2531892,0.0,-0.87943618,0.0,0.25245147
230,20.8,9,12.830078,4.5600538,0.0,0.044538337,0.0,-0.049757419
231,20.8,10,12.816243,5.2548545,0.0,0.13816422,0.0,-0.0058855578
232,20.8,8,10.250996,4.3628031,0.0,1.257115,0.0,0.26479031
233,20.8,12,9.3397096,6.4911244,0.0,-0.82532308,0.0,-0.25418282
234,20.8,11,9.7705818,6.1865314,0.0,-0.55884312,0.0,-0.16964392
235,20.8,13,10.298876,5.4817475,0.0,-1.0550765,0.0,-0.30191757
236,20.8,15,12.484356,6.3864913,0.0,-1.012246,0.0,0.30088713
237,20.8,14,11.839013,7.1976078,0.0,-0.89257467,0.0,0.16030721
238,21.2,9,12.86699,4.5588551,0.0,0.09064332,0.0,-0.051216578
239,21.2,10,12.889891,5.2517172,0.0,0.18392245,0.0,-0.0078347795
240,21.2,8,10.731916,4.5086338,0.0,1.1897568,0.0,0.26314847
241,21.2,12,9.006079,6.3488821,0.0,-0.83341389,0.0,-0.25618057
242,21.2,11,9.6464245,6.1130583,0.0,-0.56427908,0.0,-0.17098969
243,21.2,13,9.8552016,5.3809898,0.0,-1.0658085,0.0,-0.25564945
244,21.2,15,12.043439,6.6055059,0.0,-1.0648876,0.0,0.45093833
245,21.2,14,11.42794,7.381435,0.0,-1.037196,0.0,0.36497435
246,21.6,9,12.902593,4.5190805,0.0,0.089006476,0.0,-0.099436414
247,21.6,10,12.963381,5.2485867,0.0,0.18372495,0.0,-0.0078263664
248,21.6,8,11.202802,4.5733219,0.0,1.0754091,0.0,0.21287822
249,21.6,12,8.6729785,6.28618,0.0,-0.9935938,0.0,-0.14917315
250,21.6,11,9.3191585,6.0497397,0.0,-0.9762112,0.0,-0.1512894
251,21.6,13,9.4462291,5.2772279,0.0,-1.0776539,0.0,-0.20821277
252,21.6,16,11.741939,5.6130331,0.0,-1.3244019,0.0,0.45525532
253,21.6,15,11.632446,6.7472419,0.0,-0.98906231,0.0,0.25598998
254,21.6,14,11.009256,7.4895873,0.0,-1.0547993,0.0,0.22311202
255,21.6,17,12.68357,6.795322,0.0,-1.3712214,0.0,0.66586511
256,22.0,8,11.592244,4.6789364,0.0,0.97142476,0.0,0.36004334
257,22.0,12,8.2112039,6.2295435,0.0,-1.1117869,0.0,-0.19658218
258,22.0,11,8.8654555,5.9920267,0.0,-1.0921783,0.0,-0.19870612
259,22.0,13,8.9930785,5.2144195,0.0,-1.0438591,0.0,-0.31529323
260,22.0,16,11.212178,5.7951352,0.0,-1.1427134,0.0,0.35001605
261,22.0,15,11.252189,6.8102979,0.0,-1.0042545,0.0,0.16160766
262,22.0,14,10.584101,7.5599246,0.0,-0.83354823,0.0,-0.086494117
263,22.0,17,12.135081,7.0616681,0.0,-1.2445575,0.0,0.51606384
264,22.0,18,12.812695,6.2525013,0.0,-0.63561568,0.0,0.32408071
265,22.4,8,11.979941,4.8613566,0.0,1.0532844,0.0,0.35279534
266,22.4,12,7.7835489,6.1289142,0.0,-1.0758293,0.0,-0.25314787
267,22.4,11,8.4454159,5.8907748,0.0,-1.2839357,0.0,-0.55322274
268,22.4,13,8.6111419,5.0249933,0.0,-1.1079623,0.0,-0.26501483
269,22.4,16,10.827768,5.8930459,0.0,-1.2710294,0.0,0.062689985
270,22.4,15,10.829042,6.8765281,0.0,-1.2696624,0.0,-0.017888756
271,22.4,14,10.342417,7.420392,0.0,-1.0976672,0.0,-0.16711066
272,22.4,17,11.687924,7.2081731,0.0,-1.3708429,0.0,0.23990549
273,22.4,18,12.558449,6.3821336,0.0,-1.2093782,0.0,0.11757462
274,22.8,8,12.434871,4.9611726,0.0,1.0373655,0.0,0.25148965
275,22.8,12,7.3505405,6.0270252,0.0,-1.1378613,0.0,-0.14971749
276,22.8,11,7.8383069,5.5494485,0.0,-1.4048815,0.0,-0.50231766
277,22.8,13,8.1067086,5.0024077,0.0,-1.1127042,0.0,-0.11435316
278,22.8,16,10.195354,5.8452872,0.0,-1.3919036,0.0,-0.080178276
279,22.8,15,10.23646,6.7959869,0.0,-1.3440789,0.0,-0.21232132
280,22.8,14,9.7059669,7.4262361,0.0,-1.3563654,0.0,-0.10281265
281,22.8,17,11.038407,7.2535925,0.0,-1.4347798,0.0,0.29664299
282,22.8,20,12.677085,6.6047103,0.0,-0.99898795,0.0,0.63844962
283,22.8,18,11.845193,6.346561,0.0,-1.4564274,0.0,0.13440483
284,23.2,8,12.809834,5.0625483,0.0,0.93740697,0.0,0.25343916
285,23.2,12,6.8732599,6.0091402,0.0,-1.1520864,0.0,-0.15231642
286,23.2,11,7.3215107,5.4889206,0.0,-1.1954175,0.0,-0.20913288
287,23.2,13,7.7209786,4.9335108,0.0,-1.0263606,0.0,-0.22345272
288,23.2,16,9.7142449,5.8289033,0.0,-1.1601719,0.0,-0.043698894
289,23.2,15,9.7537791,6.706671,0.0,-1.1623078,0.0,-0.17786406
290,23.2,14,9.257325,7.3381419,0.0,-1.1242054,0.0,-0.12135492
291,23.2,17,10.5401,7.4454875,0.0,-1.2153294,0.0,0.23322254
292,23.2,20,12.27749,6.8600901,0.0,-1.2892886,0.0,0.61296026
293,23.2,18,11.393307,6.4896575,0.0,-1.2802236,0.0,0.41780354
294,23.6,12,6.4288714,5.9051721,0.0,-1.1180599,0.0,-0.26157879
295,23.6,11,6.8819729,5.3821422,0.0,-1.1088306,0.0,-0.32119598
296,23.6,13,7.2856202,4.8236455,0.0,-1.098198,0.0,-0.32886497
297,23.6,16,9.2672167,5.8103281,0.0,-1.0829831,0.0,-0.25194307
298,23.6,15,9.3066133,6.6536956,0.0,-1.1227812,0.0,-0.082932745
299,23.6,14,8.8066026,7.3291522,0.0,-1.1340329,0.0,-0.022618403
300,23.6,17,10.066144,7.4401705,0.0,-1.1907503,0.0,0.036186585
301,23.6,20,11.645654,7.0950785,0.0,-1.4486681,0.0,0.58225107
302,23.6,18,10.821014,6.6808038,0.0,-1.3516259,0.0,0.27812475
303,24.0,12,5.978812,5.7998772,0.0,-1.1823238,0.0,-0.15631409
304,24.0,11,6.4344462,5.2319639,0.0,-1.1726006,0.0,-0.21704332
305,24.0,13,6.8424202,4.6704188,0.0,-1.1152322,0.0,-0.38556707
306,24.0,16,8.8478585,5.6273488,0.0,-1.0450221,0.0,-0.25620586
307,24.0,15,8.8555541,6.6403248,0.0,-1.137432,0.0,-0.084339043
308,24.0,14,8.3500986,7.3200471,0.0,-0.92808823,0.0,0.1655315
309,24.0,17,9.5875,7.4744368,0.0,-1.1538472,0.0,0.082604314
310,24.0,20,11.118555,7.325891,0.0,-1.3819424,0.0,0.43801129
311,24.0,18,10.312007,6.7121573,0.0,-1.275077,0.0,0.22788627
312,24.4,12,5.4830124,5.7801208,0.0,-1.1369646,0.0,-0.10819429
313,24.4,11,5.9438924,5.2085076,0.0,-1.1248219,0.0,-0.11650125
314,24.4,13,6.3934344,4.5151918,0.0,-1.1267058,0.0,-0.33740189
315,24.4,16,8.431199,5.6053634,0.0,-1.3122814,0.0,-0.043576456
316,24.4,15,8.3966677,6.5862244,0.0,-1.1548107,0.0,-0.13614643
317,24.4,14,8.064132,7.4615774,0.0,-0.94254701,0.0,0.11551653
318,24.4,17,9.1430659,7.506254,0.0,-1.4151582,0.0,0.35370087
319,24.4,20,10.5401,7.4454875,0.0,-1.5096625,0.0,0.25572681
320,24.4,18,9.8009524,6.8631129,0.0,-1.1461439,0.0,0.1206756
321,24.4,21,11.693678,5.341787,0.0,-1.3662742,0.0,-0.53270038
322,24.8,12,5.0692403,5.7133218,0.0,-1.1015413,0.0,-0.2191804
323,24.8,11,5.5345887,5.1387629,0.0,-1.0895582,0.0,-0.22689987
324,24.8,13,5.9410556,4.4004973,0.0,-1.0848385,0.0,-0.34359192
325,24.8,16,7.7980333,5.5924877,0.0,-1.2880531,0.0,-0.30555841
326,24.8,15,7.9317056,6.5314077,0.0,-1.1673959,0.0,-0.086560831
327,24.8,14,7.596061,7.4124604,0.0,-1.175164,0.0,-0.072289448
328,24.8,17,8.4553734,7.7573975,0.0,-1.7426831,0.0,0.48143747
329,24.8,20,9.9108255,7.5304724,0.0,-1.6978641,0.0,0.022478567
330,24.8,18,9.3950914,6.8086977,0.0,-1.3311669,0.0,-0.16845628
331,24.8,21,11.147168,5.1287069,0.0,-1.238992,0.0,-0.74140578
332,25.2,12,4.6017793,5.6047765,0.0,-1.1656078,0.0,-0.11091999
333,25.2,11,5.0722459,5.0269877,0.0,-1.0580426,0.0,-0.44694317
334,25.2,13,5.5255636,4.2403183,0.0,-1.0483514,0.0,-0.45679325
335,25.2,16,7.4007566,5.3609167,0.0,-1.0877986,0.0,-0.21300181
336,25.2,15,7.462751,6.5169757,0.0,-1.1260167,0.0,-0.039344439
337,25.2,14,7.1240008,7.4037458,0.0,-1.3604057,0.0,-0.16615195
338,25.2,17,7.7489193,7.8914039,0.0,-1.5655554,0.0,0.37281559
339,25.2,20,9.181809,7.4634704,0.0,-1.6276667,0.0,-0.032862429
340,25.2,18,8.7360188,6.7283478,0.0,-1.4985594,0.0,-0.059627657
341,25.2,21,10.702484,4.7486624,0.0,-1.258851,0.0,-0.70207379
342,25.6,12,4.1367541,5.6245858,0.0,-1.055057,0.0,-0.0095275836
