,timestamp,id,x,y
80,9.2,6.0,13.316236799999999,9.498094
81,9.6,5.0,13.5907377,7.324948600000001
82,9.6,4.0,13.8050852,7.956097
83,9.6,3.0,12.8316147,10.4129863
84,9.6,2.0,11.8980769,10.8566772
85,9.6,6.0,12.8170105,9.4388207
86,10.0,5.0,14.2097193,7.310791999999999
87,10.0,4.0,14.419410899999999,7.936839900000001
88,10.0,3.0,12.5068059,10.3061495
89,10.0,2.0,11.6469533,10.5737619
90,10.0,6.0,12.4024523,9.3742122
92,10.4,5.0,14.8684002,7.421324200000001
93,10.4,4.0,15.1671763,8.2040318
94,10.4,3.0,12.3190718,10.2325275
95,10.4,2.0,11.4748767,10.7996982
96,10.4,6.0,11.89611,9.3991861
98,10.8,5.0,15.4685198,7.4480851999999995
99,10.8,4.0,15.7610341,8.2242167
100,10.8,3.0,12.046550199999999,10.2917607
101,10.8,2.0,11.3519343,11.0658406
102,10.8,6.0,11.3418189,9.5132307
104,11.2,5.0,16.0588342,7.474409
105,11.2,4.0,16.3452502,8.244074
106,11.2,3.0,11.905424499999999,10.2575465
107,11.2,2.0,11.0231451,11.0890144
108,11.2,6.0,10.8630324,9.4501398
110,11.2,8.0,4.858447699999999,2.8555204
111,11.6,5.0,16.7624019,7.4970803
112,11.6,4.0,16.9643143,8.3428349
113,11.6,3.0,11.5834329,10.3200297
114,11.6,2.0,10.6975727,11.1985631
115,11.6,6.0,10.5315411,9.5103012
117,11.6,8.0,5.1899408000000005,3.4479306
118,12.0,5.0,17.3738375,7.5618047
119,12.0,4.0,17.5707077,8.3998663
120,12.0,3.0,11.203070799999999,10.2567975
121,12.0,2.0,10.2703356,11.2726705
122,12.0,6.0,10.1551478,9.6610767
124,12.0,8.0,5.7720757,3.79900354
125,12.4,5.0,17.8973077,7.6676766999999995
126,12.4,4.0,18.0898767,8.4987563
127,12.4,3.0,10.8692475,10.2333756
128,12.4,2.0,9.7866953,11.3075623
129,12.4,6.0,9.8114534,9.634616
131,12.4,8.0,6.0617671,3.99640086
132,12.8,5.0,18.4533267,7.81039
133,12.8,4.0,18.6413547,8.6338239
134,12.8,3.0,10.526354399999999,10.1228142
135,12.8,2.0,9.2904743,11.2552228
136,12.8,6.0,9.458104,9.519434
138,12.8,8.0,6.73750656,4.3407602999999995
139,13.2,5.0,19.0250487,7.5954470999999995
140,13.2,4.0,19.2203007,8.7259824
141,13.2,3.0,10.2502687,10.3138963
142,13.2,2.0,8.8840754,11.1511253
143,13.2,6.0,9.1046646,9.4476133
145,13.2,8.0,7.08807122,4.7223793
146,13.6,5.0,19.5239727,7.698612799999999
147,13.6,4.0,19.6757707,8.7830959
148,13.6,3.0,9.6833986,10.5681393
149,13.6,2.0,8.41585851,10.9604766
150,13.6,6.0,8.701061,9.422199
152,13.6,8.0,7.73035208,4.8690847
153,14.0,3.0,9.2276485,10.4195093
154,14.0,2.0,7.98540344,10.6746201
155,14.0,6.0,8.34401846,9.3941292
157,14.0,8.0,8.26649537,5.1051358
158,14.4,3.0,8.7661575,10.2690071
159,14.4,2.0,7.55322491,10.4302491
160,14.4,6.0,7.9252531,9.2778333
162,14.4,8.0,8.6863743,5.2455885
163,14.8,3.0,8.30584555,10.2060356
164,14.8,2.0,7.12328045,10.273609
165,14.8,6.0,7.9252531,9.2778333
167,14.8,8.0,9.2088795,5.475952400000001
168,15.2,3.0,7.68951284,10.1959995
169,15.2,2.0,6.76678365,9.7898943
170,15.2,6.0,7.24924281,9.2627866
172,15.2,8.0,9.9215353,5.702799199999999
173,15.6,3.0,7.16414527,10.1345983
174,15.6,2.0,6.3193304,9.5356721
175,15.6,6.0,6.97621381,9.1372841
177,15.6,8.0,10.3749608,5.8815513
178,16.0,3.0,6.72562872,9.9296775
179,16.0,2.0,5.9242386,9.3222022
180,16.0,6.0,6.69339673,8.9188903
182,16.0,8.0,11.1132653,6.1007279
183,16.4,8.0,11.5318895,5.9657274000000005
184,16.8,8.0,12.0974423,6.0068760999999995
185,17.2,8.0,12.7110833,6.220719900000001
186,17.6,8.0,13.3142341,6.4309081
187,18.0,9.0,20.2801187,7.946363099999999
188,18.0,10.0,20.2268447,8.5653951
189,18.0,8.0,13.944209,6.5092469
191,18.0,11.0,19.9609937,9.4632119
192,18.4,9.0,20.2801187,7.946363099999999
193,18.4,10.0,20.2268447,8.5653951
194,18.4,8.0,14.446516899999999,6.8414116
196,18.4,11.0,19.1720217,9.4685439
197,18.8,9.0,20.2801187,7.946363099999999
198,18.8,10.0,20.2268447,8.5653951
199,18.8,8.0,14.973078300000001,6.9584191
201,18.8,11.0,18.8949367,9.2104615
202,19.2,9.0,20.2801187,7.946363099999999
203,19.2,10.0,20.2268447,8.5653951
204,19.2,8.0,15.5384204,7.1558502
206,19.2,11.0,18.5487877,9.2283086
207,19.2,13.0,19.4323247,9.3378702
208,19.6,9.0,20.2801187,7.946363099999999
209,19.6,10.0,20.2268447,8.5653951
210,19.6,8.0,16.1321164,7.2668251
212,19.6,11.0,18.1210367,9.2503631
213,19.6,13.0,19.0931277,9.3950609
214,19.6,14.0,20.3840477,9.973237
215,20.0,9.0,20.2788387,7.9077781
216,20.0,10.0,20.2268447,8.5653951
217,20.0,8.0,16.676773,7.417716800000001
219,20.0,11.0,17.7327377,9.3895836
220,20.0,13.0,18.7875457,9.4116699
221,20.0,14.0,19.9887597,10.2661676
222,20.4,9.0,20.2775577,7.869182
223,20.4,10.0,20.2255577,8.5269467
224,20.4,8.0,17.1724219,7.5673224999999995
226,20.4,11.0,17.5396967,9.5192944
227,20.4,13.0,18.1454607,8.8930448
228,20.4,15.0,20.2994337,9.6353172
229,20.4,14.0,19.5881977,10.5237102
230,20.8,9.0,20.2762757,7.830574800000001
231,20.8,10.0,20.2624407,8.5253755
232,20.8,8.0,17.6971937,7.633324099999999
234,20.8,11.0,17.2167795,9.4570524
235,20.8,13.0,17.7450737,8.7522685
236,20.8,15.0,19.9305537,9.6570123
237,20.8,14.0,19.2852107,10.4681288
238,21.2,9.0,20.3131877,7.829376099999999
239,21.2,10.0,20.3360887,8.5222382
240,21.2,8.0,18.1781137,7.779154800000001
242,21.2,11.0,17.0926222,9.3835793
243,21.2,13.0,17.3013993,8.6515108
244,21.2,15.0,19.4896367,9.8760269
245,21.2,14.0,18.8741377,10.651956
246,21.6,9.0,20.3487907,7.7896015
247,21.6,10.0,20.4095787,8.5191077
248,21.6,8.0,18.6489997,7.8438429
250,21.6,11.0,16.7653562,9.3202607
251,21.6,13.0,16.8924268,8.5477489
252,21.6,16.0,19.1881367,8.8835541
253,21.6,15.0,19.0786437,10.0177629
254,21.6,14.0,18.4554537,10.7601083
255,21.6,17.0,20.1297677,10.065843
256,22.0,8.0,19.0384417,7.9494574
258,22.0,11.0,16.3116532,9.2625477
259,22.0,13.0,16.4392762,8.4849405
260,22.0,16.0,18.6583757,9.0656562
261,22.0,15.0,18.6983867,10.0808189
262,22.0,14.0,18.0302987,10.830445600000001
263,22.0,17.0,19.5812787,10.3321891
264,22.0,18.0,20.2588927,9.5230223
265,22.4,8.0,19.4261387,8.1318776
267,22.4,11.0,15.8916136,9.1612958
268,22.4,13.0,16.0573396,8.2955143
269,22.4,16.0,18.2739657,9.1635669
270,22.4,15.0,18.2752397,10.1470491
271,22.4,14.0,17.7886147,10.690913
272,22.4,17.0,19.1341217,10.4786941
273,22.4,18.0,20.0046467,9.6526546
274,22.8,8.0,19.8810687,8.2316936
276,22.8,11.0,15.2845046,8.8199695
277,22.8,13.0,15.5529063,8.2729287
278,22.8,16.0,17.6415517,9.1158082
279,22.8,15.0,17.6826577,10.0665079
280,22.8,14.0,17.1521646,10.6967571
281,22.8,17.0,18.4846047,10.5241135
282,22.8,20.0,20.1232827,9.8752313
283,22.8,18.0,19.2913907,9.617082
284,23.2,8.0,20.2560317,8.3330693
286,23.2,11.0,14.7677084,8.7594416
287,23.2,13.0,15.1671763,8.2040318
288,23.2,16.0,17.1604426,9.0994243
289,23.2,15.0,17.199976799999998,9.977192
290,23.2,14.0,16.7035227,10.6086629
291,23.2,17.0,17.9862977,10.7160085
292,23.2,20.0,19.7236877,10.1306111
293,23.2,18.0,18.8395047,9.7601785
295,23.6,11.0,14.3281706,8.6526632
296,23.6,13.0,14.7318179,8.0941665
297,23.6,16.0,16.7134144,9.0808491
298,23.6,15.0,16.752811,9.9242166
299,23.6,14.0,16.2528003,10.5996732
300,23.6,17.0,17.5123417,10.7106915
301,23.6,20.0,19.0918517,10.3655995
302,23.6,18.0,18.2672117,9.9513248
304,24.0,11.0,13.880643899999999,8.5024849
305,24.0,13.0,14.2886179,7.940939800000001
306,24.0,16.0,16.2940562,8.8978698
307,24.0,15.0,16.3017518,9.9108458
308,24.0,14.0,15.796296300000002,10.5905681
309,24.0,17.0,17.0336977,10.7449578
310,24.0,20.0,18.5647527,10.596412
311,24.0,18.0,17.7582047,9.9826783
313,24.4,11.0,13.3900901,8.4790286
314,24.4,13.0,13.8396321,7.785712800000001
315,24.4,16.0,15.877396699999998,8.8758844
316,24.4,15.0,15.8428654,9.8567454
317,24.4,14.0,15.5103297,10.7320984
318,24.4,17.0,16.5892636,10.776775
319,24.4,20.0,17.9862977,10.7160085
320,24.4,18.0,17.2471501,10.1336339
321,24.4,21.0,19.1398757,8.612308
323,24.8,11.0,12.9807864,8.4092839
324,24.8,13.0,13.387253300000001,7.6710183
325,24.8,16.0,15.244231,8.8630087
326,24.8,15.0,15.3779033,9.8019287
327,24.8,14.0,15.0422587,10.6829814
328,24.8,17.0,15.901571099999998,11.0279185
329,24.8,20.0,17.3570232,10.8009934
330,24.8,18.0,16.8412891,10.0792187
331,24.8,21.0,18.5933657,8.3992279
333,25.2,11.0,12.518443600000001,8.2975087
334,25.2,13.0,12.9717613,7.510839300000001
335,25.2,16.0,14.8469543,8.6314377
336,25.2,15.0,14.9089487,9.7874967
337,25.2,14.0,14.5701985,10.6742668
338,25.2,17.0,15.195117,11.1619249
339,25.2,20.0,16.6280067,10.7339914
340,25.2,18.0,16.1822165,9.9988688
341,25.2,21.0,18.1486817,8.0191834
343,25.6,11.0,12.1343523,8.0517293
344,25.6,13.0,12.548572100000001,7.3055837
345,25.6,16.0,14.3739922,8.6926072
346,25.6,15.0,14.4770899,9.7704531
347,25.6,14.0,13.953934199999999,10.5500598
348,25.6,17.0,14.649126800000001,11.326170900000001
349,25.6,20.0,16.0548898,10.7747035
350,25.6,18.0,15.642441600000002,10.0315166
351,25.6,21.0,17.5862847,7.837568900000001
353,26.0,11.0,11.710362499999999,7.9782492000000005
354,26.0,13.0,12.1256083,7.1846333
355,26.0,16.0,14.0660415,8.663388
356,26.0,15.0,13.9915396,9.6723422
357,26.0,14.0,13.4624183,10.4568867
358,26.0,17.0,14.2115501,11.2361493
359,26.0,20.0,15.4285531,10.7785115
360,26.0,18.0,15.2661664,10.0952331
361,26.0,21.0,17.0933608,7.6100235000000005
363,26.4,11.0,11.2785242,7.8602144
364,26.4,13.0,11.7444676,7.0613557
365,26.4,16.0,13.5781886,8.6410719
366,26.4,15.0,13.543602400000001,9.5705296
367,26.4,14.0,13.0114895,10.4016064
368,26.4,17.0,13.739042099999999,11.396359200000001
369,26.4,20.0,14.8382994,10.8611256
370,26.4,18.0,14.672042099999999,10.1727771
371,26.4,21.0,16.5908972,7.3381243000000005
373,26.8,11.0,10.844501,7.7847428999999995
374,26.8,13.0,11.3118778,6.937567
375,26.8,16.0,13.0387649,8.6202492
376,26.8,15.0,13.0475691,9.5119462
377,26.8,14.0,12.5094622,10.3484571
378,26.8,17.0,13.1643828,11.4406785
379,26.8,20.0,14.3229048,10.8977374
380,26.8,18.0,14.1508732,10.1633114
381,26.8,21.0,15.963228399999998,7.2294209
383,27.2,11.0,10.402273000000001,7.664129300000001
384,27.2,13.0,10.8770838,6.8565199
385,27.2,16.0,12.5801002,8.5527725
386,27.2,15.0,12.587577,9.4077428
387,27.2,14.0,12.046550199999999,10.2917607
388,27.2,17.0,12.5755944,11.4017769
389,27.2,20.0,13.5362114,10.9536212
390,27.2,18.0,13.447576,10.2062411
391,27.2,21.0,15.4091168,7.1169758000000005
393,27.6,11.0,10.0036054,7.5408454
394,27.6,13.0,10.4887019,6.8182594000000005
395,27.6,16.0,12.153563,8.3535594
396,27.6,15.0,12.1622013,9.2143572
397,27.6,14.0,11.531117,10.2371386
398,27.6,17.0,11.980024799999999,11.4045503
399,27.6,20.0,12.9601991,11.0365809
400,27.6,18.0,12.8689073,10.2838451
401,27.6,21.0,14.8869776,6.959998000000001
403,28.0,11.0,9.603826,7.4609889
404,28.0,13.0,10.0410378,6.6908655
405,28.0,16.0,11.601254,8.4602983
406,28.0,15.0,11.608564699999999,9.2836764
407,28.0,14.0,11.1088314,10.262445
408,28.0,17.0,10.943493199999999,11.310370800000001
409,28.0,20.0,12.3191542,10.9552506
410,28.0,18.0,12.3163775,10.19008
411,28.0,21.0,14.273922299999999,6.886612400000001
413,28.4,11.0,9.1497965,7.3813923
414,28.4,13.0,9.640687,6.606321599999999
415,28.4,16.0,11.1272484,8.4340974
416,28.4,15.0,11.1357833,9.2626842
417,28.4,14.0,10.675866899999999,10.2013112
418,28.4,17.0,10.3152893,11.2259309
419,28.4,20.0,11.7650109,10.9512647
420,28.4,18.0,11.8508312,10.1322076
421,28.4,21.0,13.6899435,6.7259492000000005
423,28.8,11.0,8.6799175,7.164748599999999
424,28.8,13.0,9.1859974,6.5214475
425,28.8,16.0,10.728015,8.1846801
426,28.8,15.0,10.6897678,9.020853
427,28.8,14.0,10.138055,10.1013407
428,28.8,17.0,9.6763911,11.1400536
429,28.8,20.0,11.158563000000001,10.9933362
430,28.8,18.0,11.3324488,10.0763035
431,28.8,21.0,13.1012834,6.6486504
433,29.2,11.0,8.31334206,7.0348509
434,29.2,13.0,8.823596,6.3889738000000005
435,29.2,16.0,10.154914,8.2922896
436,29.2,15.0,9.9810824,9.2728764
437,29.2,14.0,9.5956248,10.0439421
438,29.2,17.0,9.1190229,10.9579043
439,29.2,20.0,10.5932643,11.0759385
440,29.2,18.0,10.6190247,10.0738574
441,29.2,21.0,12.5489795,6.5695097
443,29.6,11.0,7.83978725,6.9053205
444,29.6,13.0,8.35186187,6.2101687000000005
445,29.6,16.0,9.6624377,8.264505400000001
446,29.6,15.0,9.484494999999999,9.2070401
447,29.6,14.0,9.1448068,9.9802586
448,29.6,17.0,8.553042,10.7729403
449,29.6,20.0,10.0135273,11.0727713
450,29.6,18.0,10.131789399999999,10.0139029
451,29.6,21.0,11.9826978,6.4017382000000005
454,30.0,11.0,7.457402857,6.680237099999999
455,30.0,13.0,7.9775389,6.0285155
456,30.0,16.0,9.1036464,8.1034716
457,30.0,15.0,8.9779798,9.0956929
458,30.0,14.0,8.6348948,9.8739091
459,30.0,17.0,7.97824711,10.585096
460,30.0,20.0,9.3758138,11.0729402
461,30.0,18.0,9.6349622,9.9091306
462,30.0,21.0,11.3687214,6.3640003
465,30.4,11.0,7.07471945,6.499236
466,30.4,13.0,7.60304262,5.8913641000000005
467,30.4,16.0,8.5974269,8.0740736
468,30.4,15.0,8.4680605,9.0277958
469,30.4,14.0,8.12158353,9.8110399
470,30.4,17.0,7.4425072529,10.3461178
471,30.4,20.0,8.7707101,10.9812951
472,30.4,18.0,9.1381276,9.8916325
473,30.4,21.0,10.8318332,6.191485800000001
476,30.8,11.0,6.68412432,6.2695589
477,30.8,13.0,7.26986341,5.6594932
478,30.8,16.0,8.14297401,8.1335855
479,30.8,15.0,7.95132792,8.9589914
480,30.8,14.0,7.59772932,9.702086
481,30.8,17.0,6.90643556,10.1946066
482,30.8,20.0,8.210119259999999,10.929405
483,30.8,18.0,8.4976076,10.0606336
484,30.8,21.0,10.3356383,6.0161298
493,33.6,25.0,19.3291567,9.6149029
495,33.6,24.0,18.1143447,8.1398409
497,34.0,25.0,18.3012617,9.8314222
499,34.0,24.0,17.5151427,8.0408282
501,34.4,25.0,17.3235054,10.0492473
503,34.4,24.0,16.8645637,7.9413681
505,34.8,25.0,16.3973745,10.1873956
507,34.8,24.0,16.278444,7.7147688
509,35.2,25.0,15.577414300000001,10.4021453
511,35.2,24.0,15.6859487,7.566704400000001
513,35.6,25.0,14.7372963,10.5806122
515,35.6,24.0,15.0446408,7.5004735
517,36.0,25.0,13.9268637,10.8428268
519,36.0,24.0,14.2699318,7.6046964
521,36.4,25.0,13.1441892,11.1072577
523,36.4,24.0,13.608007,7.622456
525,36.8,25.0,12.3379505,11.2505692
527,36.8,24.0,12.9795209,7.6393184000000005
529,37.2,25.0,11.613361300000001,11.4749234
531,37.2,24.0,12.335025,7.570109800000001
534,37.6,25.0,10.8697192,11.617649400000001
536,37.6,24.0,11.6408198,7.6315989
540,38.0,25.0,10.1275968,11.9791018
542,38.0,24.0,10.978811499999999,7.6489864999999995
546,38.4,25.0,9.3201965,12.3074987
548,38.4,24.0,10.3507329,7.6211055000000005
550,38.8,25.0,8.5836295,12.4579807
552,38.8,24.0,9.6662313,7.6386970000000005
554,39.2,25.0,8.0074965,12.862850400000001
556,39.2,24.0,9.0164591,7.6102527
562,44.4,28.0,17.7369687,7.6321896
563,44.4,29.0,17.4615017,8.6446907
565,44.8,28.0,17.3318636,7.522544099999999
566,44.8,29.0,17.0562477,8.5813589
568,45.2,28.0,16.5105605,7.3809787
569,45.2,29.0,16.4450766,8.6067076
571,45.6,28.0,15.969308900000001,7.353044199999999
572,45.6,29.0,15.861111600000001,8.5489503
574,46.0,28.0,15.3794331,7.3672029000000006
575,46.0,29.0,15.273788,8.6139741
577,46.4,28.0,14.8639432,7.337707999999999
578,46.4,29.0,14.6658025,8.4721254
580,46.8,28.0,14.258229100000001,7.394114999999999
581,46.8,29.0,14.0541835,8.4537237
583,47.2,28.0,13.5039591,7.369581800000001
584,47.2,29.0,13.4817988,8.5179069
585,47.2,31.0,18.9549647,8.7770583
587,47.6,28.0,12.9134479,7.2974453
588,47.6,29.0,12.938183800000001,8.4535591
589,47.6,31.0,18.0311507,8.9776844
591,48.0,28.0,12.3187387,7.3107101
592,48.0,29.0,12.3890859,8.4311647
593,48.0,31.0,17.4268199,8.7663611
595,48.4,28.0,11.752962,7.192311800000001
596,48.4,29.0,11.8318455,8.4084382
597,48.4,31.0,16.6499533,8.5982102
599,48.8,28.0,11.2287531,7.115118799999999
600,48.8,29.0,11.2575229,8.2546191
601,48.8,31.0,15.936454099999999,8.3820009
603,49.2,28.0,10.6068604,7.127228000000001
604,49.2,29.0,10.683095699999999,8.2302098
605,49.2,31.0,15.3033657,8.3647653
607,49.6,28.0,10.0143447,7.0046241
608,49.6,29.0,10.145476200000001,8.1595664
609,49.6,31.0,14.6090023,8.2237304
611,50.0,28.0,9.4719375,7.0142627
612,50.0,29.0,9.6033948,8.1324937
613,50.0,31.0,13.9078975,8.2062766
615,50.0,33.0,20.5503897,9.4682828
616,50.4,28.0,8.9186008,6.9787374
617,50.4,29.0,9.0069865,8.1515255
618,50.4,31.0,13.2356237,8.1444409
620,50.4,33.0,19.9676197,9.6548323
621,50.4,34.0,20.5622497,8.7040837
622,50.8,28.0,8.40133768,6.8506119000000005
623,50.8,29.0,8.39801953,8.1255906
624,50.8,31.0,12.655394999999999,8.2926755
626,50.8,33.0,19.3725727,9.7672214
627,50.8,34.0,19.7214307,9.0132239
628,51.2,28.0,7.83978725,6.9053205
629,51.2,29.0,7.83477664,8.1432464
630,51.2,31.0,12.020353,8.4448002
632,51.2,33.0,18.9189467,9.8333403
633,51.2,34.0,19.2347987,9.1151016
634,51.6,28.0,7.25917385,6.821968200000001
635,51.6,29.0,7.2673489,8.2070384
636,51.6,31.0,11.3664396,8.4689817
638,51.6,33.0,18.4207857,9.902673
639,51.6,34.0,18.4635167,9.035883
640,52.0,28.0,6.72699792,6.7832536999999995
641,52.0,29.0,6.63122319,8.1809739
642,52.0,31.0,10.749187599999999,8.4918073
644,52.0,33.0,17.9548427,9.9705659
645,52.0,34.0,17.9968467,9.0982843
646,52.4,28.0,6.0838101,6.7924919
647,52.4,29.0,6.1007268,8.244266
648,52.4,31.0,10.1251708,8.5591654
650,52.4,33.0,17.4810707,9.9997489
651,52.4,34.0,17.5603797,9.0799223
653,52.8,33.0,16.9221095,10.0741955
654,52.8,34.0,16.9606244,9.149393
655,53.2,33.0,16.4382972,10.1848066
656,53.2,34.0,16.4759232,9.2542618
657,53.6,33.0,15.9067097,10.2995292
658,53.6,34.0,15.943342900000001,9.3626429
659,54.0,33.0,15.4096031,10.413135
660,54.0,34.0,15.4031382,9.4725756
661,54.4,33.0,14.903726599999999,10.4873316
662,54.4,34.0,14.9362403,9.4971702
663,54.8,33.0,14.3863687,10.4801454
664,54.8,34.0,14.4177819,9.4828953
665,55.2,33.0,13.9077956,10.5114865
666,55.2,34.0,13.9381706,9.5078916
667,55.6,33.0,13.3836222,10.6296267
668,55.6,34.0,13.2319382,9.586947
669,56.0,33.0,12.804703100000001,10.7103944
670,56.0,34.0,12.648870599999999,9.6602243
671,56.4,33.0,12.2251051,10.9193464
672,56.4,34.0,12.0651342,9.8627496
673,56.8,33.0,11.770603300000001,11.0363319
674,56.8,34.0,11.6539152,9.9716787
675,57.2,33.0,11.1731379,11.2075385
676,57.2,34.0,11.0527927,10.1357965
677,57.6,33.0,10.7126018,11.4137613
678,57.6,34.0,10.6372104,10.3342533
679,58.0,33.0,10.291971,11.575372
680,58.0,34.0,10.166198999999999,10.4940991
681,58.4,33.0,9.7181266,11.7064634
682,58.4,34.0,9.5461987,10.7090034
683,58.8,33.0,9.3397946,11.911285300000001
684,58.8,34.0,8.8671511,10.9304208
685,59.2,33.0,8.5630129,12.1943611
686,59.2,34.0,8.28185207,11.1929037
687,59.6,33.0,8.08044814,12.5009502
688,59.6,34.0,7.79470575,11.4961541
689,60.0,33.0,7.63669461,12.7175844
690,60.0,34.0,7.4535665984,11.7461371
691,64.8,35.0,10.6298777,6.059207000000001
692,65.2,35.0,11.0774007,6.2782697
693,65.6,35.0,11.7018709,6.4046536
694,66.0,35.0,12.1770402,6.530609800000001
695,66.4,35.0,12.6460391,6.6549304
696,66.8,35.0,13.246963000000001,6.8184427
697,67.2,35.0,13.8378923,6.9792354
698,67.6,35.0,14.3731006,7.0961136
699,68.0,35.0,14.9003299,7.2112494
701,68.4,35.0,15.4621666,7.3236875
703,68.8,35.0,16.0151161,7.434347000000001
705,68.8,37.0,20.2701197,8.755778
706,69.2,35.0,16.5613058,7.5840642
708,69.2,37.0,19.5589957,8.6719459
709,69.6,35.0,17.0565168,7.692135
711,69.6,37.0,18.8400007,8.7822779
712,70.0,35.0,17.5828127,7.7572717
714,70.0,37.0,18.1030187,8.8157387
715,70.4,35.0,18.1061267,7.9409218
717,70.4,37.0,17.4338483,8.9261512
718,70.8,35.0,18.6552057,8.0018781
720,70.8,37.0,16.6707755,9.0424969
721,71.2,35.0,19.1589197,8.1023886
723,71.2,37.0,15.970798599999998,9.075846
725,71.6,37.0,15.2994801,9.1078297
727,72.0,37.0,14.620204000000001,9.2232931
729,72.4,37.0,13.9190432,9.173598
731,72.8,37.0,13.253967,9.2052843
733,73.2,37.0,12.6198452,9.1928099
735,73.6,37.0,11.972061499999999,9.1371797
737,74.0,37.0,11.2715463,9.1693773
739,74.4,37.0,10.6479533,9.1103822
741,74.8,37.0,9.9747375,9.1847819
743,75.2,37.0,9.3395367,9.2581779
745,75.6,37.0,8.6907446,9.2879981
747,76.0,37.0,7.9872796699999995,9.4109256
749,76.4,37.0,7.31257295,9.3970235
750,76.4,38.0,18.8744397,7.678751500000001
751,76.8,37.0,6.69085817,9.5179713
752,76.8,38.0,18.0863547,7.462306699999999
753,77.2,38.0,17.2772919,7.2001112
754,77.6,38.0,16.4538619,7.0544183
755,78.0,38.0,15.6526478,6.904431499999999
756,78.4,38.0,14.832665800000001,6.7509312999999995
757,78.8,38.0,14.0398104,6.6357038
758,79.2,38.0,13.269180500000001,6.4314015
759,79.2,39.0,18.8339347,8.6255122
760,79.6,38.0,12.535581,6.3525507
761,79.6,39.0,18.0539057,8.5797228
762,80.0,38.0,11.8340803,6.2717069
763,80.0,39.0,17.2558958,8.5328779
764,80.0,40.0,5.0224258,2.8122449
765,80.4,38.0,10.924852399999999,6.1463643999999995
766,80.4,39.0,16.4431437,8.5661309
767,80.4,40.0,5.2328019,3.303885078
768,80.8,38.0,10.1072095,6.241820199999999
769,80.8,39.0,15.645443,8.434246
770,80.8,40.0,5.7088781,3.70159816
771,81.2,38.0,9.3092633,6.1576144
772,81.2,39.0,14.8787729,8.4223032
