,timestamp,id,x,y,z,vel_x,vel_z,vel_y
101,10.8,2,11.3519343,11.0658406,0.0,-0.5646644,0.0,0.36164524
102,10.8,6,11.3418189,9.5132307,0.0,-1.2913469,0.0,0.063692091
104,11.2,5,16.0588342,7.474409,0.0,1.6173526,0.0,0.061243856
105,11.2,4,16.3452502,8.244074,0.0,1.5041003,0.0,0.14827264
106,11.2,3,11.905424499999999,10.2575465,0.0,-0.57889666,0.0,0.035336247
107,11.2,2,11.0231451,11.0890144,0.0,-0.81795206,0.0,0.16590314
108,11.2,6,10.8630324,9.4501398,0.0,-1.0128473,0.0,-0.0036618282
110,11.2,8,4.858447699999999,2.8555204,0.0,0.82873279,0.0,1.4810255
111,11.6,5,16.7624019,7.4970803,0.0,1.6437542,0.0,0.10924459
112,11.6,4,16.9643143,8.3428349,0.0,1.5318218,0.0,0.19474043
113,11.6,3,11.5834329,10.3200297,0.0,-0.87794211,0.0,-0.00093634585
114,11.6,2,10.6975727,11.1985631,0.0,-0.94101191,0.0,0.2295701
115,11.6,6,10.5315411,9.5103012,0.0,-0.88485578,0.0,0.26367115
117,11.6,8,5.1899408000000005,3.4479306,0.0,1.1420349,0.0,1.1793539
118,12.0,5,17.3738375,7.5618047,0.0,1.4186324,0.0,0.21324545
119,12.0,4,17.5707077,8.3998663,0.0,1.4069528,0.0,0.1949018
120,12.0,3,11.203070799999999,10.2567975,0.0,-0.89273169,0.0,-0.10831756
121,12.0,2,10.2703356,11.2726705,0.0,-1.1385968,0.0,0.136249
122,12.0,6,10.1551478,9.6610767,0.0,-0.90010956,0.0,0.15539347
124,12.0,8,5.7720757,3.79900354,0.0,1.0897829,0.0,0.68558783
125,12.4,5,17.8973077,7.6676766999999995,0.0,1.3493609,0.0,0.31073159
126,12.4,4,18.0898767,8.4987563,0.0,1.3383094,0.0,0.29244692
127,12.4,3,10.8692475,10.2333756,0.0,-0.84589547,0.0,-0.16747907
128,12.4,2,9.7866953,11.3075623,0.0,-1.2248267,0.0,-0.021809593
129,12.4,6,9.8114534,9.634616,0.0,-0.87130473,0.0,-0.17705343
131,12.4,8,6.0617671,3.99640086,0.0,1.2067886,0.0,0.67719592
132,12.8,5,18.4533267,7.81039,0.0,1.4096765,0.0,-0.090286981
133,12.8,4,18.6413547,8.6338239,0.0,1.4130301,0.0,0.28403268
134,12.8,3,10.526354399999999,10.1228142,0.0,-0.77372349,0.0,0.10065086
135,12.8,2,9.2904743,11.2552228,0.0,-1.1282748,0.0,-0.19554623
136,12.8,6,9.458104,9.519434,0.0,-0.88348602,0.0,-0.23375335
138,12.8,8,6.73750656,4.3407602999999995,0.0,1.2828801,0.0,0.90747299
139,13.2,5,19.0250487,7.5954470999999995,0.0,1.3383086,0.0,-0.13972142
140,13.2,4,19.2203007,8.7259824,0.0,1.2930193,0.0,0.18659007
141,13.2,3,10.2502687,10.3138963,0.0,-1.0536948,0.0,0.55665636
142,13.2,2,8.8840754,11.1511253,0.0,-1.0932697,0.0,-0.36843279
143,13.2,6,9.1046646,9.4476133,0.0,-0.94630373,0.0,-0.1215437
145,13.2,8,7.08807122,4.7223793,0.0,1.2410569,0.0,0.66040555
146,13.6,5,19.5239727,7.698612799999999,0.0,1.24731,0.0,0.25791434
147,13.6,4,19.6757707,8.7830959,0.0,1.1386749,0.0,0.1427837
148,13.6,3,9.6833986,10.5681393,0.0,-1.2782753,0.0,0.13201623
149,13.6,2,8.41585851,10.9604766,0.0,-1.12334,0.0,-0.59563151
150,13.6,6,8.701061,9.422199,0.0,-0.95080771,0.0,-0.066855112
152,13.6,8,7.73035208,4.8690847,0.0,1.4730302,0.0,0.47844563
153,14.0,3,9.2276485,10.4195093,0.0,-1.1465513,0.0,-0.37391528
154,14.0,2,7.98540344,10.6746201,0.0,-1.078292,0.0,-0.66278431
155,14.0,6,8.34401846,9.3941292,0.0,-0.96975991,0.0,-0.18045707
157,14.0,8,8.26649537,5.1051358,0.0,1.1950278,0.0,0.47062977
158,14.4,3,8.7661575,10.2690071,0.0,-1.1522536,0.0,-0.26684211
159,14.4,2,7.55322491,10.4302491,0.0,-1.0776537,0.0,-0.50126396
160,14.4,6,7.9252531,9.2778333,0.0,-0.5234567,0.0,-0.14536987
162,14.4,8,8.6863743,5.2455885,0.0,1.1779801,0.0,0.46352079
163,14.8,3,8.30584555,10.2060356,0.0,-1.3458059,0.0,-0.091259523
164,14.8,2,7.12328045,10.273609,0.0,-0.98305158,0.0,-0.80044352
165,14.8,6,7.9252531,9.2778333,0.0,-0.84501286,0.0,-0.018808399
167,14.8,8,9.2088795,5.475952400000001,0.0,1.5439512,0.0,0.5715133
168,15.2,3,7.68951284,10.1959995,0.0,-1.4271254,0.0,-0.089296663
169,15.2,2,6.76678365,9.7898943,0.0,-1.0049375,0.0,-0.92242111
170,15.2,6,7.24924281,9.2627866,0.0,-1.1862991,0.0,-0.17568656
172,15.2,8,9.9215353,5.702799199999999,0.0,1.4576017,0.0,0.50699862
173,15.6,3,7.16414527,10.1345983,0.0,-1.2048552,0.0,-0.33290252
174,15.6,2,6.3193304,9.5356721,0.0,-1.0531813,0.0,-0.58461509
175,15.6,6,6.97621381,9.1372841,0.0,-0.6948076,0.0,-0.42987042
177,15.6,8,10.3749608,5.8815513,0.0,1.4896626,0.0,0.4974109
178,16.0,3,6.72562872,9.9296775,0.0,-1.0962914,0.0,-0.51230205
179,16.0,2,5.9242386,9.3222022,0.0,-0.98772962,0.0,-0.5336746
180,16.0,6,6.69339673,8.9188903,0.0,-0.70704269,0.0,-0.54598452
182,16.0,8,11.1132653,6.1007279,0.0,1.4461609,0.0,0.10522019
183,16.4,8,11.5318895,5.9657274000000005,0.0,1.2302213,0.0,-0.11731475
184,16.8,8,12.0974423,6.0068760999999995,0.0,1.4739922,0.0,0.31874061
185,17.2,8,12.7110833,6.220719900000001,0.0,1.5209898,0.0,0.53004003
186,17.6,8,13.3142341,6.4309081,0.0,1.5414072,0.0,0.36065868
187,18.0,9,20.2801187,7.946363099999999,0.0,0.0,0.0,0.0
188,18.0,10,20.2268447,8.5653951,0.0,0.0,0.0,0.0
189,18.0,8,13.944209,6.5092469,0.0,1.4153535,0.0,0.51312939
191,18.0,11,19.9609937,9.4632119,0.0,-1.9724311,0.0,0.013330086
192,18.4,9,20.2801187,7.946363099999999,0.0,0.0,0.0,0.0
193,18.4,10,20.2268447,8.5653951,0.0,0.0,0.0,0.0
194,18.4,8,14.446516899999999,6.8414116,0.0,1.2860866,0.0,0.56146533
196,18.4,11,19.1720217,9.4685439,0.0,-1.3325718,0.0,-0.31593793
197,18.8,9,20.2801187,7.946363099999999,0.0,0.0,0.0,0.0
198,18.8,10,20.2268447,8.5653951,0.0,0.0,0.0,0.0
199,18.8,8,14.973078300000001,6.9584191,0.0,1.3648793,0.0,0.39304816
201,18.8,11,18.8949367,9.2104615,0.0,-0.7790419,0.0,-0.30029411
202,19.2,9,20.2801187,7.946363099999999,0.0,0.0,0.0,0.0
203,19.2,10,20.2268447,8.5653951,0.0,0.0,0.0,0.0
204,19.2,8,15.5384204,7.1558502,0.0,1.4487975,0.0,0.38550745
206,19.2,11,18.5487877,9.2283086,0.0,-0.96737443,0.0,0.049876902
207,19.2,13,19.4323247,9.3378702,0.0,-0.84799088,0.0,0.14297682
208,19.6,9,20.2801187,7.946363099999999,0.0,-0.001600822,0.0,-0.048231227
209,19.6,10,20.2268447,8.5653951,0.0,0.0,0.0,0.0
210,19.6,8,16.1321164,7.2668251,0.0,1.4229407,0.0,0.32733324
212,19.6,11,18.1210367,9.2503631,0.0,-1.0200634,0.0,0.20159375
213,19.6,13,19.0931277,9.3950609,0.0,-0.80597406,0.0,0.09224969
214,19.6,14,20.3840477,9.973237,0.0,-0.98822193,0.0,0.73232641
215,20.0,9,20.2788387,7.9077781,0.0,-0.0032021055,0.0,-0.096476361
216,20.0,10,20.2268447,8.5653951,0.0,-0.0016084438,0.0,-0.048060593
217,20.0,8,16.676773,7.417716800000001,0.0,1.3003819,0.0,0.3756218
219,20.0,11,17.7327377,9.3895836,0.0,-0.72667562,0.0,0.33616417
220,20.0,13,18.7875457,9.4116699,0.0,-1.1845845,0.0,-0.62752011
221,20.0,14,19.9887597,10.2661676,0.0,-0.99481319,0.0,0.68809147
222,20.4,9,20.2775577,7.869182,0.0,-0.0032030289,0.0,-0.096504182
223,20.4,10,20.2255577,8.5269467,0.0,0.044495804,0.0,-0.050024554
224,20.4,8,17.1724219,7.5673224999999995,0.0,1.2755261,0.0,0.26950922
226,20.4,11,17.5396967,9.5192944,0.0,-0.64494736,0.0,0.084336001
227,20.4,13,18.1454607,8.8930448,0.0,-1.3030895,0.0,-0.82425184
228,20.4,15,20.2994337,9.6353172,0.0,-0.92220063,0.0,0.054237687
229,20.4,14,19.5881977,10.5237102,0.0,-0.87943618,0.0,0.25245147
230,20.8,9,20.2762757,7.830574800000001,0.0,0.044538337,0.0,-0.049757419
231,20.8,10,20.2624407,8.5253755,0.0,0.13816422,0.0,-0.0058855578
232,20.8,8,17.6971937,7.633324099999999,0.0,1.257115,0.0,0.26479031
234,20.8,11,17.2167795,9.4570524,0.0,-0.55884312,0.0,-0.16964392
235,20.8,13,17.7450737,8.7522685,0.0,-1.0550765,0.0,-0.30191757
236,20.8,15,19.9305537,9.6570123,0.0,-1.012246,0.0,0.30088713
237,20.8,14,19.2852107,10.4681288,0.0,-0.89257467,0.0,0.16030721
238,21.2,9,20.3131877,7.829376099999999,0.0,0.09064332,0.0,-0.051216578
239,21.2,10,20.3360887,8.5222382,0.0,0.18392245,0.0,-0.0078347795
240,21.2,8,18.1781137,7.779154800000001,0.0,1.1897568,0.0,0.26314847
242,21.2,11,17.0926222,9.3835793,0.0,-0.56427908,0.0,-0.17098969
243,21.2,13,17.3013993,8.6515108,0.0,-1.0658085,0.0,-0.25564945
244,21.2,15,19.4896367,9.8760269,0.0,-1.0648876,0.0,0.45093833
245,21.2,14,18.8741377,10.651956,0.0,-1.037196,0.0,0.36497435
246,21.6,9,20.3487907,7.7896015,0.0,0.089006476,0.0,-0.099436414
247,21.6,10,20.4095787,8.5191077,0.0,0.18372495,0.0,-0.0078263664
248,21.6,8,18.6489997,7.8438429,0.0,1.0754091,0.0,0.21287822
250,21.6,11,16.7653562,9.3202607,0.0,-0.9762112,0.0,-0.1512894
251,21.6,13,16.8924268,8.5477489,0.0,-1.0776539,0.0,-0.20821277
252,21.6,16,19.1881367,8.8835541,0.0,-1.3244019,0.0,0.45525532
253,21.6,15,19.0786437,10.0177629,0.0,-0.98906231,0.0,0.25598998
254,21.6,14,18.4554537,10.7601083,0.0,-1.0547993,0.0,0.22311202
255,21.6,17,20.1297677,10.065843,0.0,-1.3712214,0.0,0.66586511
256,22.0,8,19.0384417,7.9494574,0.0,0.97142476,0.0,0.36004334
258,22.0,11,16.3116532,9.2625477,0.0,-1.0921783,0.0,-0.19870612
259,22.0,13,16.4392762,8.4849405,0.0,-1.0438591,0.0,-0.31529323
260,22.0,16,18.6583757,9.0656562,0.0,-1.1427134,0.0,0.35001605
261,22.0,15,18.6983867,10.0808189,0.0,-1.0042545,0.0,0.16160766
262,22.0,14,18.0302987,10.830445600000001,0.0,-0.83354823,0.0,-0.086494117
263,22.0,17,19.5812787,10.3321891,0.0,-1.2445575,0.0,0.51606384
264,22.0,18,20.2588927,9.5230223,0.0,-0.63561568,0.0,0.32408071
265,22.4,8,19.4261387,8.1318776,0.0,1.0532844,0.0,0.35279534
267,22.4,11,15.8916136,9.1612958,0.0,-1.2839357,0.0,-0.55322274
268,22.4,13,16.0573396,8.2955143,0.0,-1.1079623,0.0,-0.26501483
269,22.4,16,18.2739657,9.1635669,0.0,-1.2710294,0.0,0.062689985
270,22.4,15,18.2752397,10.1470491,0.0,-1.2696624,0.0,-0.017888756
271,22.4,14,17.7886147,10.690913,0.0,-1.0976672,0.0,-0.16711066
272,22.4,17,19.1341217,10.4786941,0.0,-1.3708429,0.0,0.23990549
273,22.4,18,20.0046467,9.6526546,0.0,-1.2093782,0.0,0.11757462
274,22.8,8,19.8810687,8.2316936,0.0,1.0373655,0.0,0.25148965
276,22.8,11,15.2845046,8.8199695,0.0,-1.4048815,0.0,-0.50231766
277,22.8,13,15.5529063,8.2729287,0.0,-1.1127042,0.0,-0.11435316
278,22.8,16,17.6415517,9.1158082,0.0,-1.3919036,0.0,-0.080178276
279,22.8,15,17.6826577,10.0665079,0.0,-1.3440789,0.0,-0.21232132
280,22.8,14,17.1521646,10.6967571,0.0,-1.3563654,0.0,-0.10281265
281,22.8,17,18.4846047,10.5241135,0.0,-1.4347798,0.0,0.29664299
282,22.8,20,20.1232827,9.8752313,0.0,-0.99898795,0.0,0.63844962
283,22.8,18,19.2913907,9.617082,0.0,-1.4564274,0.0,0.13440483
284,23.2,8,20.2560317,8.3330693,0.0,0.93740697,0.0,0.25343916
286,23.2,11,14.7677084,8.7594416,0.0,-1.1954175,0.0,-0.20913288
287,23.2,13,15.1671763,8.2040318,0.0,-1.0263606,0.0,-0.22345272
288,23.2,16,17.1604426,9.0994243,0.0,-1.1601719,0.0,-0.043698894
289,23.2,15,17.199976799999998,9.977192,0.0,-1.1623078,0.0,-0.17786406
290,23.2,14,16.7035227,10.6086629,0.0,-1.1242054,0.0,-0.12135492
291,23.2,17,17.9862977,10.7160085,0.0,-1.2153294,0.0,0.23322254
292,23.2,20,19.7236877,10.1306111,0.0,-1.2892886,0.0,0.61296026
293,23.2,18,18.8395047,9.7601785,0.0,-1.2802236,0.0,0.41780354
295,23.6,11,14.3281706,8.6526632,0.0,-1.1088306,0.0,-0.32119598
296,23.6,13,14.7318179,8.0941665,0.0,-1.098198,0.0,-0.32886497
297,23.6,16,16.7134144,9.0808491,0.0,-1.0829831,0.0,-0.25194307
298,23.6,15,16.752811,9.9242166,0.0,-1.1227812,0.0,-0.082932745
299,23.6,14,16.2528003,10.5996732,0.0,-1.1340329,0.0,-0.022618403
300,23.6,17,17.5123417,10.7106915,0.0,-1.1907503,0.0,0.036186585
301,23.6,20,19.0918517,10.3655995,0.0,-1.4486681,0.0,0.58225107
302,23.6,18,18.2672117,9.9513248,0.0,-1.3516259,0.0,0.27812475
304,24.0,11,13.880643899999999,8.5024849,0.0,-1.1726006,0.0,-0.21704332
305,24.0,13,14.2886179,7.940939800000001,0.0,-1.1152322,0.0,-0.38556707
306,24.0,16,16.2940562,8.8978698,0.0,-1.0450221,0.0,-0.25620586
307,24.0,15,16.3017518,9.9108458,0.0,-1.137432,0.0,-0.084339043
308,24.0,14,15.796296300000002,10.5905681,0.0,-0.92808823,0.0,0.1655315
309,24.0,17,17.0336977,10.7449578,0.0,-1.1538472,0.0,0.082604314
310,24.0,20,18.5647527,10.596412,0.0,-1.3819424,0.0,0.43801129
311,24.0,18,17.7582047,9.9826783,0.0,-1.275077,0.0,0.22788627
313,24.4,11,13.3900901,8.4790286,0.0,-1.1248219,0.0,-0.11650125
314,24.4,13,13.8396321,7.785712800000001,0.0,-1.1267058,0.0,-0.33740189
315,24.4,16,15.877396699999998,8.8758844,0.0,-1.3122814,0.0,-0.043576456
316,24.4,15,15.8428654,9.8567454,0.0,-1.1548107,0.0,-0.13614643
317,24.4,14,15.5103297,10.7320984,0.0,-0.94254701,0.0,0.11551653
318,24.4,17,16.5892636,10.776775,0.0,-1.4151582,0.0,0.35370087
319,24.4,20,17.9862977,10.7160085,0.0,-1.5096625,0.0,0.25572681
320,24.4,18,17.2471501,10.1336339,0.0,-1.1461439,0.0,0.1206756
321,24.4,21,19.1398757,8.612308,0.0,-1.3662742,0.0,-0.53270038
323,24.8,11,12.9807864,8.4092839,0.0,-1.0895582,0.0,-0.22689987
324,24.8,13,13.387253300000001,7.6710183,0.0,-1.0848385,0.0,-0.34359192
325,24.8,16,15.244231,8.8630087,0.0,-1.2880531,0.0,-0.30555841
326,24.8,15,15.3779033,9.8019287,0.0,-1.1673959,0.0,-0.086560831
327,24.8,14,15.0422587,10.6829814,0.0,-1.175164,0.0,-0.072289448
328,24.8,17,15.901571099999998,11.0279185,0.0,-1.7426831,0.0,0.48143747
329,24.8,20,17.3570232,10.8009934,0.0,-1.6978641,0.0,0.022478567
330,24.8,18,16.8412891,10.0792187,0.0,-1.3311669,0.0,-0.16845628
331,24.8,21,18.5933657,8.3992279,0.0,-1.238992,0.0,-0.74140578
333,25.2,11,12.518443600000001,8.2975087,0.0,-1.0580426,0.0,-0.44694317
334,25.2,13,12.9717613,7.510839300000001,0.0,-1.0483514,0.0,-0.45679325
335,25.2,16,14.8469543,8.6314377,0.0,-1.0877986,0.0,-0.21300181
336,25.2,15,14.9089487,9.7874967,0.0,-1.1260167,0.0,-0.039344439
337,25.2,14,14.5701985,10.6742668,0.0,-1.3604057,0.0,-0.16615195
338,25.2,17,15.195117,11.1619249,0.0,-1.5655554,0.0,0.37281559
339,25.2,20,16.6280067,10.7339914,0.0,-1.6276667,0.0,-0.032862429
340,25.2,18,16.1822165,9.9988688,0.0,-1.4985594,0.0,-0.059627657
341,25.2,21,18.1486817,8.0191834,0.0,-1.258851,0.0,-0.70207379
343,25.6,11,12.1343523,8.0517293,0.0,-1.0101014,0.0,-0.39907433
344,25.6,13,12.548572100000001,7.3055837,0.0,-1.0576913,0.0,-0.40775749
345,25.6,16,14.3739922,8.6926072,0.0,-0.97614091,0.0,0.03993796
346,25.6,15,14.4770899,9.7704531,0.0,-1.1467614,0.0,-0.14394321
347,25.6,14,13.953934199999999,10.5500598,0.0,-1.3847253,0.0,-0.27172509
348,25.6,17,14.649126800000001,11.326170900000001,0.0,-1.2294587,0.0,0.092780485
349,25.6,20,16.0548898,10.7747035,0.0,-1.4993169,0.0,0.055650244
350,25.6,18,15.642441600000002,10.0315166,0.0,-1.1450626,0.0,0.12045534
351,25.6,21,17.5862847,7.837568900000001,0.0,-1.319151,0.0,-0.51144985
353,26.0,11,11.710362499999999,7.9782492000000005,0.0,-1.0697851,0.0,-0.23939359
354,26.0,13,12.1256083,7.1846333,0.0,-1.0051307,0.0,-0.30528508
355,26.0,16,14.0660415,8.663388,0.0,-0.99475445,0.0,-0.06441913
356,26.0,15,13.9915396,9.6723422,0.0,-1.1668594,0.0,-0.24990436
357,26.0,14,13.4624183,10.4568867,0.0,-1.1780559,0.0,-0.18556677
358,26.0,17,14.2115501,11.2361493,0.0,-1.1376059,0.0,0.087735334
359,26.0,20,15.4285531,10.7785115,0.0,-1.520738,0.0,0.10802766
360,26.0,18,15.2661664,10.0952331,0.0,-1.2129994,0.0,0.17657564
361,26.0,21,17.0933608,7.6100235000000005,0.0,-1.2442345,0.0,-0.62430565
363,26.4,11,11.2785242,7.8602144,0.0,-1.0823268,0.0,-0.2418829
364,26.4,13,11.7444676,7.0613557,0.0,-1.0171631,0.0,-0.30883283
365,26.4,16,13.5781886,8.6410719,0.0,-1.2840958,0.0,-0.053923567
366,26.4,15,13.543602400000001,9.5705296,0.0,-1.179963,0.0,-0.20049492
367,26.4,14,13.0114895,10.4016064,0.0,-1.1911951,0.0,-0.13553709
368,26.4,17,13.739042099999999,11.396359200000001,0.0,-1.3089591,0.0,0.25566151
369,26.4,20,14.8382994,10.8611256,0.0,-1.3820604,0.0,0.14903226
370,26.4,18,14.672042099999999,10.1727771,0.0,-1.3941165,0.0,0.085097823
371,26.4,21,16.5908972,7.3381243000000005,0.0,-1.4126656,0.0,-0.47575327
373,26.8,11,10.844501,7.7847428999999995,0.0,-1.0953141,0.0,-0.2451064
374,26.8,13,11.3118778,6.937567,0.0,-1.0842297,0.0,-0.25604473
375,26.8,16,13.0387649,8.6202492,0.0,-1.2476105,0.0,-0.11037426
376,26.8,15,13.0475691,9.5119462,0.0,-1.1950317,0.0,-0.20348353
377,26.8,14,12.5094622,10.3484571,0.0,-1.2061741,0.0,-0.13730712
378,26.8,17,13.1643828,11.4406785,0.0,-1.4543097,0.0,0.0067721492
379,26.8,20,14.3229048,10.8977374,0.0,-1.62761,0.0,0.11561946
380,26.8,18,14.1508732,10.1633114,0.0,-1.5305826,0.0,0.041829977
381,26.8,21,15.963228399999998,7.2294209,0.0,-1.4772255,0.0,-0.27643564
